"","chemical","program","Year","state","measurements","type","value","carcinogen","hormone_disruptor","neurotoxins","developmental_or_reproductive_toxins","bee_toxins","toxicity_human_bee"
"2331","QUINOLINE","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2332","QUINOLINE","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",4800,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2333","QUINOLINE","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",1.2,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2334","QUINOLINE","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",3500,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2335","QUINOLINE","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2336","QUINOLINE","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2337","QUINOLINE","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0.096,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2338","QUINOLINE","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",1.7,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2339","QUINOLINE","SURVEY",2016,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",53,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2340","QUINOLINE","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",900,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2341","QUINOLINE","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2342","QUINOLINE","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0.264,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2343","QUINOLINE","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",2.7,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2344","QUINOLINE","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0.097,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2345","QUINOLINE","SURVEY",2018,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",23,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2346","REYNOUTRIA_SACHALINE","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","OTHER",0.191,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2347","REYNOUTRIA_SACHALINE","SURVEY",2018,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","OTHER",15,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2348","REYNOUTRIA_SACHALINE","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2349","REYNOUTRIA_SACHALINE","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2350","REYNOUTRIA_SACHALINE","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","OTHER",0.199,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2351","REYNOUTRIA_SACHALINE","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2352","REYNOUTRIA_SACHALINE","SURVEY",2019,"FLORIDA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2353","REYNOUTRIA_SACHALINE","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","OTHER",0.226,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2354","REYNOUTRIA_SACHALINE","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2355","REYNOUTRIA_SACHALINE","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2356","REYNOUTRIA_SACHALINE","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2357","REYNOUTRIA_SACHALINE","SURVEY",2016,"FLORIDA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2358","REYNOUTRIA_SACHALINE","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","OTHER",1700,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2359","REYNOUTRIA_SACHALINE","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2360","REYNOUTRIA_SACHALINE","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","OTHER",1.2,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2361","REYNOUTRIA_SACHALINE","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","OTHER",0.231,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2362","REYNOUTRIA_SACHALINE","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","OTHER",0.307,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2363","REYNOUTRIA_SACHALINE","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","OTHER",3000,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2364","REYNOUTRIA_SACHALINE","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","OTHER",1.5,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2365","REYNOUTRIA_SACHALINE","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2366","REYNOUTRIA_SACHALINE","SURVEY",2019,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","OTHER",7,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2367","REYNOUTRIA_SACHALINE","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","OTHER",0.296,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2368","REYNOUTRIA_SACHALINE","SURVEY",2016,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","OTHER",26,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2369","REYNOUTRIA_SACHALINE","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2370","REYNOUTRIA_SACHALINE","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2371","REYNOUTRIA_SACHALINE","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","OTHER",1.4,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2372","REYNOUTRIA_SACHALINE","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","OTHER",600,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2373","REYNOUTRIA_SACHALINE","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2374","REYNOUTRIA_SACHALINE","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2375","REYNOUTRIA_SACHALINE","SURVEY",2018,"FLORIDA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2376","SIMAZINE","SURVEY",2016,"WASHINGTON"," TREATED ,  MEASURED IN PCT OF AREA BEARING","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2377","SIMAZINE","SURVEY",2016,"WASHINGTON"," APPLICATIONS ,  MEASURED IN LB","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2378","SIMAZINE","SURVEY",2016,"OREGON"," TREATED ,  MEASURED IN PCT OF AREA BEARING","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2379","SIMAZINE","SURVEY",2016,"WASHINGTON"," APPLICATIONS ,  MEASURED IN NUMBER","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2380","SIMAZINE","SURVEY",2016,"OREGON"," APPLICATIONS ,  MEASURED IN LB","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2381","SIMAZINE","SURVEY",2016,"OREGON"," APPLICATIONS ,  MEASURED IN NUMBER","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2382","SIMAZINE","SURVEY",2016,"WASHINGTON"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2383","SIMAZINE","SURVEY",2016,"OREGON"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2384","SIMAZINE","SURVEY",2016,"WASHINGTON"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2385","SIMAZINE","SURVEY",2016,"OREGON"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2386","SOYBEAN_OIL","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2387","SOYBEAN_OIL","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2388","SOYBEAN_OIL","SURVEY",2019,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2389","SOYBEAN_OIL","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2390","SOYBEAN_OIL","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2391","SPINETORAM","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2392","SPINETORAM","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2393","SPINETORAM","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",1.8,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2394","SPINETORAM","SURVEY",2016,"OREGON"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2395","SPINETORAM","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0.108,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2396","SPINETORAM","SURVEY",2016,"FLORIDA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2397","SPINETORAM","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",2200,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2398","SPINETORAM","SURVEY",2018,"FLORIDA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2399","SPINETORAM","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",1.6,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2400","SPINETORAM","SURVEY",2018,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",26,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2401","SPINETORAM","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2402","SPINETORAM","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2403","SPINETORAM","SURVEY",2019,"FLORIDA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",55,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2404","SPINETORAM","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0.068,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2405","SPINETORAM","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2406","SPINETORAM","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0.083,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2407","SPINETORAM","SURVEY",2016,"OREGON"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2408","SPINETORAM","SURVEY",2016,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",55,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2409","SPINETORAM","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0.103,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2410","SPINETORAM","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",600,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2411","SPINETORAM","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",2300,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2412","SPINETORAM","SURVEY",2019,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",58,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2413","SPINETORAM","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",1.2,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2414","SPINETORAM","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2415","SPINETORAM","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0.069,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2416","SPINETORAM","SURVEY",2016,"OREGON"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2417","SPINETORAM","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2418","SPINETORAM","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0.116,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2419","SPINETORAM","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0.07,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2420","SPINETORAM","SURVEY",2016,"OREGON"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2421","SPINETORAM","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2422","SPINETORAM","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0.063,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2423","SPINETORAM","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",1.5,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2424","SPINETORAM","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",800,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2425","SPINETORAM","SURVEY",2016,"OREGON"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2426","SPINOSAD","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",700,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2427","SPINOSAD","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0.113,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2428","SPINOSAD","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",1.2,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2429","SPINOSAD","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",1.1,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2430","SPINOSAD","SURVEY",2018,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",18,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2431","SPINOSAD","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",600,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2432","SPINOSAD","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",1.2,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2433","SPINOSAD","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",700,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2434","SPINOSAD","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0.09,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2435","SPINOSAD","SURVEY",2016,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",17,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2436","SPINOSAD","SURVEY",2019,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",15,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2437","SPINOSAD","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0.091,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2438","SPINOSAD","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0.104,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2439","SPINOSAD","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0.098,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2440","SPINOSAD","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0.093,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2441","SPIROMESIFEN","SURVEY",2019,"FLORIDA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2442","SPIROMESIFEN","SURVEY",2019,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",17,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2443","SPIROMESIFEN","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",2900,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2444","SPIROMESIFEN","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",1000,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2445","SPIROMESIFEN","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2446","SPIROMESIFEN","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0.243,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2447","SPIROMESIFEN","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2448","SPIROMESIFEN","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",1800,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2449","SPIROMESIFEN","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2450","SPIROMESIFEN","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0.25,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"2451","SPIROMESIFEN","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
